ev,phi0,phi1p,phi2p,phi3p,phi4p,phi5p,phi6p,phi7p,phi8p
254,5,5,5,5,5,5,5,5,5
254,6,6,8,6,6,6,6,6,6
254,7,7,7,7,7,7,7,7,7
254,8,8,6,8,8,8,8,8,8
254,9,9,9,9,9,9,9,9,9
254,10,10,10,10,10,10,10,10,10
254,11,11,11,11,11,11,11,11,11
254,12,12,12,12,12,12,12,12,12
254,13,13,13,13,13,13,13,13,13
254,14,14,14,14,14,14,14,14,14
254,15,15,15,15,15,15,15,15,15
254,16,16,16,16,16,16,16,16,16
254,17,17,17,17,17,17,17,17,17
254,18,18,18,18,18,18,18,18,18
254,19,19,19,19,19,19,19,19,19
254,20,20,20,20,20,20,20,20,20
254,21,21,21,21,21,21,21,21,21
254,22,22,22,22,22,22,22,22,22
254,23,23,23,23,23,23,23,23,23
254,24,24,24,24,24,24,24,24,24
254,25,25,25,25,25,25,25,25,25
254,26,26,26,26,26,26,26,26,26
254,27,27,27,27,27,27,27,27,27
254,28,28,28,28,28,28,28,28,28
254,29,29,29,29,29,29,29,29,29
254,30,30,30,30,30,30,30,30,30
254,31,31,31,31,31,31,31,31,31
254,32,32,32,32,32,32,32,32,32
254,33,33,33,33,33,33,33,33,33
254,34,34,34,34,34,34,34,34,34
254,35,35,35,35,35,35,35,35,35
254,36,36,36,36,36,36,36,36,36
254,37,37,37,37,37,37,37,37,37
255,0,41,0,0,0,0,0,0,0
255,1,1,1,1,1,1,1,1,1
255,2,2,2,2,2,2,2,2,2
255,3,3,3,3,3,3,3,3,3
255,4,4,4,4,4,4,4,4,4
255,5,5,5,5,5,5,5,5,5
255,6,6,6,6,6,6,6,6,6
255,7,7,7,7,7,7,7,7,7
255,8,8,8,8,8,8,8,8,8
255,9,9,9,9,9,9,9,9,9
255,10,10,18,10,10,10,10,10,10
255,11,11,11,11,11,11,11,11,11
255,12,12,12,12,12,12,12,12,12
255,13,13,13,13,13,13,13,13,13
255,14,14,14,14,14,14,14,14,14
255,15,15,15,15,15,15,15,15,15
255,16,16,16,16,16,16,16,16,16
255,17,17,17,17,17,17,17,17,17
255,18,18,10,18,18,18,18,18,18
255,19,19,19,19,19,19,19,19,19
255,20,20,20,20,20,20,20,20,20
255,21,21,21,21,21,21,21,21,21
255,22,22,22,22,22,22,22,22,22
255,23,23,23,23,23,23,23,23,23
255,24,24,24,24,24,24,24,24,24
255,25,25,25,25,25,25,25,25,25
255,26,26,26,26,26,26,26,26,26
255,27,27,27,27,27,27,27,27,27
255,28,28,28,28,28,28,28,28,28
255,29,29,29,29,29,29,29,29,29
255,30,30,30,30,30,30,30,30,30
255,31,31,31,31,31,31,31,31,31
255,32,32,32,32,32,32,32,32,32
255,33,33,33,33,33,33,33,33,33
255,34,34,34,34,34,34,34,34,34
255,35,35,35,35,35,35,35,35,35
255,36,36,36,36,36,36,36,36,36
255,37,37,37,37,37,37,37,37,37
255,38,38,38,38,38,38,38,38,38
255,39,39,39,39,39,39,39,39,39
255,40,40,40,40,40,40,40,40,40
255,41,0,41,41,41,41,41,41,41
256,0,16,16,16,16,16,16,16,16
256,1,1,1,1,1,1,1,1,1
256,2,2,2,2,2,2,2,2,2
256,3,3,3,3,3,3,3,3,3
256,4,4,4,4,4,4,4,4,4
256,5,5,5,5,5,5,5,5,5
256,6,6,6,6,6,6,6,6,6
256,7,7,7,7,7,7,7,7,7
256,8,8,8,8,8,8,8,8,8
256,9,9,9,9,9,9,9,9,9
256,10,10,10,10,10,10,10,10,10
256,11,11,11,11,11,11,11,11,11
256,12,12,12,12,12,12,12,12,12
256,13,13,13,13,13,13,32,13,13
256,14,14,34,14,14,14,14,14,14
256,15,15,15,15,15,15,15,15,15
256,16,0,0,0,0,0,0,0,0
256,17,17,17,17,17,17,17,17,17
256,18,18,18,18,18,18,18,18,18
256,19,19,19,19,19,19,19,19,19
256,20,20,20,20,20,20,20,20,20
256,21,21,21,21,21,21,21,21,21
256,22,22,22,22,22,22,22,22,22
256,23,23,23,23,23,23,23,23,23
256,24,24,24,24,24,24,24,24,24
256,25,25,25,25,25,25,25,25,25
256,26,26,26,26,26,26,26,26,26
256,27,27,27,27,27,27,27,27,27
256,28,28,28,28,28,28,28,28,28
256,29,29,29,29,29,29,29,29,29
256,30,30,30,30,30,30,30,30,30
256,31,31,31,31,31,31,31,31,31
256,32,32,32,32,32,32,13,32,32
256,33,33,33,33,33,33,33,33,33
256,34,34,14,34,34,34,34,34,34
256,35,35,35,35,35,35,35,35,35
256,36,36,36,36,36,36,36,36,36
256,37,37,37,37,37,37,37,37,37
256,38,38,38,38,38,38,38,38,38
256,39,39,39,39,39,39,39,39,39
256,40,40,40,40,40,40,40,40,40
257,0,0,22,0,0,0,0,0,0
257,1,1,1,1,1,1,1,1,1
257,2,2,2,2,2,2,2,2,2
257,3,3,3,3,3,3,3,3,3
257,4,4,4,4,4,4,4,4,4
257,5,5,5,5,5,5,5,5,5
257,6,6,6,6,6,6,6,6,6
257,7,14,14,14,14,14,14,14,14
257,8,8,8,8,8,8,8,8,8
257,9,9,9,9,9,9,9,9,9
257,10,31,31,31,31,31,31,31,31
257,11,11,11,11,11,11,11,11,11
257,12,12,12,12,12,12,12,12,12
257,13,13,13,13,13,13,13,13,13
257,14,7,7,7,7,7,7,7,7
257,15,15,15,15,15,15,15,15,15
257,16,16,16,16,16,16,16,16,16
257,17,17,17,17,17,17,17,17,17
257,18,18,18,18,18,18,18,18,18
257,19,19,19,19,19,19,19,19,19
257,20,20,20,20,20,20,20,20,20
257,21,21,21,21,21,21,21,21,21
257,22,22,0,22,22,22,22,22,22
257,23,23,23,23,23,23,23,23,23
257,24,24,24,24,24,24,24,24,24
257,25,25,25,25,25,25,25,25,25
257,26,26,26,26,26,26,26,26,26
257,27,27,27,27,27,27,27,27,27
257,28,28,28,28,28,28,28,28,28
257,29,29,29,29,29,29,29,29,29
257,30,30,30,30,30,30,30,30,30
257,31,10,10,10,10,10,10,10,10
257,32,32,32,32,32,32,32,32,32
257,33,33,33,33,33,33,33,33,33
257,34,34,34,34,34,34,34,34,34
257,35,35,35,35,35,35,35,35,35
257,36,36,36,36,36,36,36,36,36
257,37,37,37,37,37,37,37,37,37
257,38,38,38,38,38,38,38,38,38
258,0,0,0,0,0,0,0,0,0
258,1,1,1,1,1,1,1,1,1
258,2,2,2,2,2,2,2,2,2
258,3,3,3,3,3,3,3,3,3
258,4,4,4,4,4,4,4,4,4
258,5,5,5,5,5,5,5,5,5
258,6,6,6,6,6,6,6,6,6
258,7,7,7,7,7,7,7,7,7
258,8,8,12,12,12,12,12,12,12
258,9,9,9,9,9,9,9,9,9
258,10,10,10,10,10,10,10,10,10
258,11,11,11,11,11,11,11,11,11
258,12,12,8,8,8,8,8,8,8
258,13,13,13,13,13,13,13,13,13
258,14,14,14,14,14,14,14,14,14
258,15,15,15,15,15,15,15,15,15
258,16,16,16,16,16,16,16,16,16
258,17,17,17,17,17,17,17,17,17
258,18,18,18,18,18,18,18,18,18
258,19,19,19,19,19,19,19,19,19
258,20,20,20,20,20,20,20,20,20
258,21,21,21,21,21,21,21,21,21
258,22,22,22,22,22,22,22,22,22
258,23,23,23,23,23,23,23,23,23
258,24,24,24,24,24,24,24,24,24
258,25,25,25,25,25,25,25,25,25
258,26,26,26,26,26,26,26,26,26
258,27,27,27,27,27,27,27,27,27
258,28,28,28,28,28,28,28,28,28
258,29,29,29,29,29,29,29,29,29
258,30,30,30,30,30,30,30,30,30
258,31,31,31,31,31,31,31,31,31
258,32,32,32,32,32,32,32,32,32
258,33,33,33,33,33,33,33,33,33
258,34,36,36,36,36,36,36,36,36
258,35,35,35,35,35,35,35,35,35
258,36,34,34,34,34,34,34,34,34
258,37,37,37,37,37,37,37,37,37
259,0,0,0,0,0,0,0,0,0
259,1,1,1,1,1,1,1,1,1
259,2,2,2,2,2,2,2,2,2
259,3,3,3,3,3,3,3,3,3
259,4,4,4,4,4,4,4,4,4
259,5,5,5,5,5,5,5,5,5
259,6,6,6,6,6,6,6,6,6
259,7,7,7,7,7,7,7,7,7
259,8,8,8,8,8,8,8,8,8
259,9,9,9,9,9,9,9,9,9
259,10,10,10,10,10,10,10,10,10
259,11,11,11,11,11,11,11,11,11
259,12,12,12,12,12,12,12,12,12
259,13,13,13,13,13,13,13,13,13
259,14,14,14,14,14,14,14,14,14
259,15,15,15,15,15,15,15,15,15
259,16,16,16,16,16,16,16,16,16
259,17,17,17,17,17,17,17,17,17
259,18,18,18,18,18,18,18,18,18
259,19,19,19,19,19,19,19,19,19
259,20,20,20,20,20,20,20,20,20
259,21,21,21,21,21,21,21,21,21
259,22,22,22,22,22,22,22,22,22
259,23,23,23,23,23,23,23,23,23
259,24,24,24,24,24,24,24,24,24
259,25,25,34,34,34,34,34,34,34
259,26,26,26,26,26,26,26,26,26
259,27,27,27,27,27,27,27,27,27
259,28,28,28,28,28,28,28,28,28
259,29,29,29,29,29,29,29,29,29
259,30,30,30,30,30,30,30,30,30
259,31,31,31,31,31,31,31,31,31
259,32,32,32,32,32,32,32,32,32
259,33,33,33,33,33,33,33,33,33
259,34,34,25,25,25,25,25,25,25
259,35,35,35,35,35,35,35,35,35
259,36,36,36,36,36,36,36,36,36
259,37,37,37,37,37,37,37,37,37
259,38,38,38,38,38,38,38,38,38
260,0,0,0,0,0,0,0,0,0
260,1,1,1,1,1,1,1,1,1
260,2,2,2,2,2,2,2,2,2
260,3,3,3,3,3,3,3,3,3
260,4,4,4,4,4,4,4,4,4
260,5,5,5,5,5,5,5,5,5
260,6,6,6,6,6,6,6,6,6
260,7,7,7,7,7,7,7,7,7
260,8,8,8,8,8,8,8,8,8
260,9,9,9,9,9,9,9,9,9
260,10,10,10,10,10,10,10,10,10
260,11,11,11,11,11,11,11,11,11
260,12,12,12,12,12,12,12,12,12
260,13,13,13,13,13,13,13,13,13
260,14,14,14,14,14,14,14,14,14
260,15,15,15,15,15,15,15,15,15
260,16,16,16,16,16,16,16,16,16
260,17,17,17,17,17,17,17,17,17
260,18,18,18,18,18,18,18,18,18
260,19,19,19,19,19,19,19,19,19
260,20,20,20,20,20,20,20,20,20
260,21,21,21,21,21,21,21,21,21
260,22,22,22,22,22,22,22,22,22
260,23,23,23,23,23,23,23,23,23
260,24,24,24,24,24,24,24,24,24
260,25,25,25,25,25,25,25,25,25
260,26,26,26,26,26,26,26,26,26
260,27,27,27,27,27,27,27,27,27
260,28,28,28,28,28,28,28,28,28
260,29,29,29,29,29,29,29,29,29
260,30,30,30,30,30,30,30,30,30
260,31,31,31,31,31,31,31,31,31
260,32,32,32,32,32,32,32,32,32
260,33,33,33,33,33,33,33,33,33
260,34,34,34,34,34,34,34,34,34
260,35,35,35,35,35,35,35,35,35
260,36,36,36,36,36,36,36,36,36
260,37,37,37,37,37,37,37,37,37
261,0,0,0,0,0,0,0,0,0
261,1,1,1,1,1,1,1,1,1
261,2,2,2,2,2,2,2,2,2
261,3,3,3,3,3,3,3,3,3
261,4,17,9,17,17,17,17,17,17
261,5,5,5,5,5,5,5,5,5
261,6,6,6,6,6,6,6,6,6
261,7,7,7,7,7,7,7,7,7
261,8,8,8,8,8,8,8,8,8
261,9,9,10,9,9,9,9,9,9
261,10,10,17,10,10,10,10,10,10
261,11,22,22,22,22,22,22,22,22
261,12,12,12,12,12,12,12,12,12
261,13,13,13,13,13,13,13,13,13
261,14,14,14,14,14,14,14,14,14
261,15,15,15,15,15,15,15,15,15
261,16,16,16,16,16,16,16,16,16
261,17,4,4,4,4,4,4,4,4
261,18,18,30,30,30,30,30,30,30
261,19,19,19,19,19,19,19,19,19
261,20,20,20,20,20,20,20,20,20
261,21,21,21,21,21,21,21,21,21
261,22,11,11,11,11,11,11,11,11
261,23,23,23,23,23,23,23,23,23
261,24,24,24,24,24,24,24,24,24
261,25,25,25,25,25,25,25,25,25
261,26,26,26,26,26,26,26,26,26
261,27,27,27,27,27,27,27,27,27
261,28,28,28,28,28,28,28,28,28
261,29,29,29,29,29,29,29,29,29
261,30,30,18,18,18,18,18,18,18
261,31,31,31,31,31,31,31,31,31
261,32,32,32,32,32,32,32,32,32
261,33,33,33,33,33,33,33,33,33
261,34,34,34,34,34,34,34,34,34
261,35,35,35,35,35,35,35,35,35
261,36,36,36,36,36,36,36,36,36
261,37,37,37,37,37,37,37,37,37
261,38,38,38,38,38,38,38,38,38
261,39,39,39,39,39,39,39,39,39
262,0,0,0,0,0,0,0,0,0
262,1,1,1,1,1,1,1,1,1
262,2,2,2,2,2,2,2,2,2
262,3,3,33,33,33,33,33,33,33
262,4,4,4,4,4,4,4,4,4
262,5,5,5,5,5,5,5,5,5
262,6,6,6,6,6,6,6,6,6
262,7,7,7,7,7,7,7,7,7
262,8,8,8,8,8,8,8,8,8
262,9,9,9,9,9,9,9,9,9
262,10,10,10,10,10,10,10,10,10
262,11,11,11,11,11,11,11,11,11
262,12,12,12,12,12,12,12,12,12
262,13,13,13,13,13,13,13,13,13
262,14,14,14,14,14,14,14,14,14
262,15,15,15,15,15,15,15,15,15
262,16,16,16,16,16,16,16,16,16
262,17,17,17,17,17,17,17,17,17
262,18,18,18,18,18,18,18,18,18
262,19,19,19,19,19,19,19,19,19
262,20,20,20,20,20,20,20,20,20
262,21,21,21,21,21,21,21,21,21
262,22,22,22,22,22,22,22,22,22
262,23,23,23,23,23,23,23,23,23
262,24,24,24,24,24,24,24,24,24
262,25,25,25,25,25,25,25,25,25
262,26,26,26,26,26,26,26,26,26
262,27,27,27,27,27,27,27,27,27
262,28,28,28,28,28,28,28,28,28
262,29,29,29,29,29,29,29,29,29
262,30,30,30,30,30,30,30,30,30
262,31,31,31,31,31,31,31,31,31
262,32,32,32,32,32,32,32,32,32
262,33,33,3,3,3,3,3,3,3
262,34,34,34,34,34,34,34,34,34
262,35,35,35,35,35,35,35,35,35
262,36,36,36,36,36,36,36,36,36
262,37,37,37,37,37,37,37,37,37
262,38,38,38,38,38,38,38,38,38
262,39,39,39,39,39,39,39,39,39
263,0,0,0,0,0,0,0,0,0
263,1,1,1,1,1,1,1,1,1
263,2,2,2,2,2,2,2,2,2
263,3,3,3,3,3,3,3,3,3
263,4,4,4,4,4,4,4,4,4
263,5,5,5,5,5,5,5,5,5
263,6,6,6,6,6,6,6,6,6
263,7,7,7,7,7,7,7,7,7
263,8,8,8,8,8,8,8,8,8
263,9,9,9,9,9,9,9,9,9
263,10,10,10,10,10,10,10,10,10
263,11,11,11,11,11,11,11,11,11
263,12,12,12,12,12,12,12,12,12
263,13,13,13,13,13,13,13,13,13
263,14,14,14,14,14,14,14,14,14
263,15,15,15,15,15,15,15,15,15
263,16,16,16,16,16,16,16,16,16
263,17,17,17,17,17,17,17,17,17
263,18,18,18,18,18,18,18,18,18
263,19,19,19,19,19,19,19,19,19
263,20,20,20,20,20,20,20,20,20
263,21,21,21,21,21,21,21,21,21
263,22,22,22,22,22,22,22,22,22
263,23,23,23,23,23,23,23,23,23
263,24,24,24,24,24,24,24,24,24
263,25,25,25,25,25,25,25,25,25
263,26,26,26,26,26,26,26,26,26
263,27,27,27,27,27,27,27,27,27
263,28,28,28,28,28,28,28,28,28
263,29,29,29,29,29,29,29,29,29
263,30,30,30,30,30,30,30,30,30
263,31,31,31,31,31,31,31,31,31
263,32,32,32,32,32,32,32,32,32
263,33,33,33,33,33,33,33,33,33
264,0,0,0,0,0,0,0,0,0
264,1,1,1,1,1,1,1,1,1
264,2,2,2,2,2,2,2,2,2
264,3,3,3,3,3,3,3,3,3
264,4,4,4,4,4,4,4,4,4
264,5,5,5,5,5,5,5,5,5
264,6,6,6,6,6,6,6,6,6
264,7,7,7,7,7,7,7,7,7
264,8,8,8,8,8,8,8,8,8
264,9,9,9,9,9,9,9,9,9
264,10,10,10,10,10,10,10,10,10
264,11,11,11,11,11,11,11,11,11
264,12,12,12,12,12,12,12,12,12
264,13,13,13,13,13,13,13,13,13
264,14,14,14,14,14,14,14,14,14
264,15,15,15,15,15,15,15,15,15
264,16,16,24,16,16,16,16,16,16
264,17,17,17,17,17,17,17,17,17
264,18,18,19,19,19,19,19,19,19
264,19,19,18,18,18,18,18,18,18
264,20,20,20,20,20,20,20,20,20
264,21,21,21,21,21,21,21,21,21
264,22,22,22,22,22,22,22,22,22
264,23,23,23,23,23,23,23,23,23
264,24,24,16,24,24,24,24,24,24
264,25,25,25,25,25,25,25,25,25
264,26,26,26,26,26,26,26,26,26
264,27,27,27,27,27,27,27,27,27
264,28,28,28,28,28,28,28,28,28
264,29,29,29,29,29,29,29,29,29
264,30,30,30,30,30,30,30,30,30
264,31,31,31,31,31,31,31,31,31
264,32,32,32,32,32,32,32,32,32
264,33,33,33,33,33,33,33,33,33
264,34,34,34,34,34,34,34,34,34
264,35,35,35,35,35,35,35,35,35
264,36,36,36,36,36,36,36,36,36
264,37,37,37,37,37,37,37,37,37
264,38,38,38,38,38,38,38,38,38
264,39,39,39,39,39,39,39,39,39
265,0,0,0,0,0,0,0,0,0
265,1,1,1,1,1,1,1,1,1
265,2,2,2,2,2,2,2,2,2
265,3,3,3,3,3,3,3,3,3
265,4,4,4,4,4,4,4,4,4
265,5,5,5,5,5,5,5,5,5
265,6,6,6,6,6,6,6,6,6
265,7,7,7,7,7,7,7,7,7
265,8,8,8,8,8,8,8,8,8
265,9,9,9,9,9,9,9,9,9
265,10,10,10,10,10,10,10,10,10
265,11,11,11,11,11,11,11,11,11
265,12,12,12,12,12,12,12,12,12
265,13,13,13,13,13,13,13,13,13
265,14,14,14,14,14,14,14,14,14
265,15,36,36,36,36,36,36,36,36
265,16,16,16,16,16,16,16,16,16
265,17,17,32,17,17,17,17,17,17
265,18,18,18,18,18,18,18,18,18
265,19,19,19,19,19,19,19,19,19
265,20,20,20,20,20,20,20,20,20
265,21,21,21,21,21,21,21,21,21
265,22,22,22,22,22,22,22,22,22
265,23,23,23,23,23,23,23,23,23
265,24,24,24,24,24,24,24,24,24
265,25,25,25,25,25,25,25,25,25
265,26,26,26,26,26,26,26,26,26
265,27,27,27,27,27,27,27,27,27
265,28,28,28,28,28,28,28,28,28
265,29,29,29,29,29,29,29,29,29
265,30,30,30,30,30,30,30,30,30
265,31,31,31,31,31,31,31,31,31
265,32,32,17,32,32,32,32,32,32
265,33,33,33,33,33,33,33,33,33
265,34,34,34,34,34,34,34,34,34
265,35,35,35,35,35,35,35,35,35
265,36,15,15,15,15,15,15,15,15
265,37,37,37,37,37,37,37,37,37
265,38,38,38,38,38,38,38,38,38
266,0,0,0,0,0,0,0,0,0
266,1,1,1,1,1,1,1,1,1
266,2,2,2,2,2,2,2,2,2
266,3,3,3,3,3,3,3,3,3
266,4,4,4,4,4,4,4,4,4
266,5,5,5,5,5,5,5,5,5
266,6,6,6,6,6,6,6,6,6
266,7,7,7,7,7,7,7,7,7
266,8,8,8,8,8,8,8,8,8
266,9,9,9,9,9,9,9,9,9
266,10,10,10,10,10,10,10,10,10
266,11,11,11,11,11,11,11,11,11
266,12,12,12,12,12,12,12,12,12
266,13,13,13,13,13,13,13,13,13
266,14,14,14,14,14,14,14,14,14
266,15,15,15,15,15,15,15,15,15
266,16,16,16,16,16,16,16,16,16
266,17,17,17,17,17,17,17,17,17
266,18,18,18,18,18,18,18,18,18
266,19,19,19,19,19,19,19,19,19
266,20,20,20,20,20,20,20,20,20
266,21,21,21,21,21,21,21,21,21
266,22,22,22,22,22,22,22,22,22
266,23,23,23,23,23,23,23,23,23
266,24,24,24,24,24,24,24,24,24
266,25,25,25,25,25,25,25,25,25
266,26,26,26,26,26,26,26,26,26
266,27,27,27,27,27,27,27,27,27
266,28,28,28,28,28,28,28,28,28
266,29,29,29,29,29,29,29,29,29
266,30,30,30,30,30,30,30,30,30
266,31,31,31,31,31,31,31,31,31
266,32,32,32,32,32,32,32,32,32
266,33,33,33,33,33,33,33,33,33
267,0,0,0,0,0,0,0,0,0
267,1,1,1,1,1,1,1,1,1
267,2,2,2,2,2,2,2,2,2
267,3,3,3,3,3,3,3,3,3
267,4,4,4,4,4,4,4,4,4
267,5,5,5,5,5,5,5,5,5
267,6,6,6,6,6,6,6,6,6
267,7,7,7,7,7,7,7,7,7
267,8,8,8,8,8,8,8,8,8
267,9,9,9,9,9,9,9,9,9
267,10,10,10,10,10,10,10,10,10
267,11,11,35,35,35,35,35,35,35
267,12,12,12,12,12,12,12,12,12
267,13,13,13,13,13,13,13,13,13
267,14,14,14,14,14,14,14,14,14
267,15,15,15,15,15,15,15,15,15
267,16,16,16,16,16,16,16,16,16
267,17,17,17,17,17,17,17,17,17
267,18,18,18,18,18,18,18,18,18
267,19,19,19,19,19,19,19,19,19
267,20,20,20,20,20,20,20,20,20
267,21,21,21,21,21,21,21,21,21
267,22,22,22,22,22,22,22,22,22
267,23,23,23,23,23,23,23,23,23
267,24,24,24,24,24,24,24,24,24
267,25,25,25,25,25,25,25,25,25
267,26,26,26,26,26,26,26,26,26
267,27,27,27,27,27,27,27,27,27
267,28,28,28,28,28,28,28,28,28
267,29,29,29,29,29,29,29,29,29
267,30,30,30,30,30,30,30,30,30
267,31,31,31,31,31,31,31,31,31
267,32,32,32,32,32,32,32,32,32
267,33,33,33,33,33,33,33,33,33
267,34,34,34,34,34,34,34,34,34
267,35,35,11,11,11,11,11,11,11
267,36,36,36,36,36,36,36,36,36
267,37,37,37,37,37,37,37,37,37
267,38,38,38,38,38,38,38,38,38
267,39,39,39,39,39,39,39,39,39
268,0,0,0,0,0,0,0,0,0
268,1,1,1,1,1,1,1,1,1
268,2,2,2,2,2,2,2,2,2
268,3,3,3,3,3,3,3,3,3
268,4,4,4,4,4,4,4,4,4
268,5,5,5,5,5,5,5,5,5
268,6,6,6,6,6,6,6,6,6
268,7,7,7,7,7,7,7,7,7
268,8,8,8,8,8,8,8,8,8
268,9,9,9,9,9,9,9,9,9
268,10,10,10,10,10,10,10,10,10
268,11,11,11,11,11,11,11,11,11
268,12,12,12,12,12,12,12,12,12
268,13,13,13,13,13,13,13,13,13
268,14,14,14,14,14,14,14,14,14
268,15,15,15,15,15,15,15,15,15
268,16,16,16,16,16,16,16,16,16
268,17,17,17,17,17,17,17,17,17
268,18,18,18,18,18,18,18,18,18
268,19,19,19,19,19,19,19,19,19
268,20,20,20,20,20,20,20,20,20
268,21,21,21,21,21,21,21,21,21
268,22,22,22,22,22,22,22,22,22
268,23,23,23,23,23,23,23,23,23
268,24,24,24,24,24,24,24,24,24
268,25,25,25,25,25,25,25,25,25
268,26,26,26,26,26,26,26,26,26
268,27,27,27,27,27,27,27,27,27
268,28,28,28,28,28,28,28,28,28
268,29,29,29,29,29,29,29,29,29
268,30,30,30,30,30,30,30,30,30
268,31,31,31,31,31,31,31,31,31
268,32,32,32,32,32,32,32,32,32
268,33,33,33,33,33,33,33,33,33
268,34,34,34,34,34,34,34,34,34
268,35,35,35,35,35,35,35,35,35
268,36,36,36,36,36,36,36,36,36
269,0,0,0,0,0,0,0,0,0
269,1,1,1,1,1,1,1,1,1
269,2,2,2,2,2,2,2,2,2
269,3,3,3,3,3,3,3,3,3
269,4,13,27,27,27,27,27,27,27
269,5,5,5,5,5,5,5,5,5
269,6,6,6,6,6,6,6,6,6
269,7,7,7,7,7,7,7,7,7
269,8,8,8,8,8,8,8,8,8
269,9,9,9,9,9,9,9,9,9
269,10,10,10,10,10,10,10,10,10
269,11,11,11,11,11,11,11,11,11
269,12,12,12,12,12,12,12,12,12
269,13,32,4,4,4,4,4,4,4
269,14,14,14,14,14,14,14,14,14
269,15,15,15,15,15,15,15,15,15
269,16,16,16,16,16,16,16,16,16
269,17,17,17,17,17,17,17,17,17
269,18,18,18,18,18,18,18,18,18
269,19,19,19,19,19,19,19,19,19
269,20,20,20,20,20,20,20,20,20
269,21,21,21,21,21,21,21,21,21
269,22,22,22,22,22,22,22,22,22
269,23,23,23,23,23,23,23,23,23
269,24,24,24,24,24,24,24,24,24
269,25,25,25,25,25,25,25,25,25
269,26,26,26,26,26,26,26,26,26
269,27,27,13,13,13,13,13,13,13
269,28,28,28,28,28,28,28,28,28
269,29,29,29,29,29,29,29,29,29
269,30,30,30,30,30,30,30,30,30
269,31,31,31,31,31,31,31,31,31
269,32,4,32,32,32,32,32,32,32
269,33,33,33,33,33,33,33,33,33
269,34,34,34,34,34,34,34,34,34
270,0,0,0,0,0,0,0,0,0
270,1,1,1,1,1,1,1,1,1
270,2,2,2,2,2,2,2,2,2
270,3,3,3,3,3,3,3,3,3
270,4,4,4,4,4,4,4,4,4
270,5,5,5,5,5,5,5,5,5
270,6,6,6,6,6,6,6,6,6
270,7,7,7,7,7,7,7,7,7
270,8,8,8,8,8,8,8,8,8
270,9,9,9,9,9,9,9,9,9
270,10,10,10,10,10,10,10,10,10
270,11,11,11,11,11,11,11,11,11
270,12,12,12,12,12,12,12,12,12
270,13,13,13,13,13,13,13,13,13
270,14,14,14,14,14,14,14,14,14
270,15,15,15,15,15,15,15,15,15
270,16,16,16,16,16,16,16,16,16
270,17,17,17,17,17,17,17,17,17
270,18,18,18,18,18,18,18,18,18
270,19,19,19,19,19,19,19,19,19
270,20,20,20,20,20,20,20,20,20
270,21,21,21,21,21,21,21,21,21
270,22,22,22,22,22,22,22,22,22
270,23,23,23,23,23,23,23,23,23
270,24,24,24,24,24,24,24,24,24
270,25,25,25,25,25,25,25,25,25
270,26,26,26,26,26,26,26,26,26
270,27,27,27,27,27,27,27,27,27
270,28,28,28,28,28,28,28,28,28
270,29,29,29,29,29,29,29,29,29
270,30,30,30,30,30,30,30,30,30
270,31,31,31,31,31,31,31,31,31
270,32,32,32,32,32,32,32,32,32
270,33,33,33,33,33,33,33,33,33
271,0,0,0,0,0,0,0,0,0
271,1,1,1,1,1,1,1,1,1
271,2,2,2,2,2,2,2,2,2
271,3,3,3,3,3,3,3,3,3
271,4,4,4,4,4,4,4,4,4
271,5,5,5,5,5,5,5,5,5
271,6,6,6,6,6,6,6,6,6
271,7,7,7,7,7,7,7,7,7
271,8,8,8,8,8,8,8,8,8
271,9,9,9,9,9,9,9,9,9
271,10,10,13,10,10,10,10,10,10
271,11,11,11,11,11,11,11,11,11
271,12,12,12,12,12,12,12,12,12
271,13,13,10,13,13,13,13,13,13
271,14,14,14,14,14,14,14,14,14
271,15,15,15,15,15,15,15,15,15
271,16,16,16,16,16,16,16,16,16
271,17,17,17,17,17,17,17,17,17
271,18,18,18,18,18,18,18,18,18
271,19,22,22,22,22,22,22,22,22
271,20,20,20,20,20,20,20,20,20
271,21,21,21,21,21,21,21,21,21
271,22,19,19,19,19,19,19,19,19
271,23,23,23,23,23,23,23,23,23
271,24,24,24,24,24,24,24,24,24
271,25,25,25,25,25,25,25,25,25
271,26,26,26,26,26,26,26,26,26
271,27,27,27,27,27,27,27,27,27
271,28,28,28,28,28,28,28,28,28
271,29,29,29,29,29,29,29,29,29
271,30,30,30,30,30,30,30,30,30
271,31,31,31,31,31,31,31,31,31
271,32,32,32,32,32,32,32,32,32
271,33,33,33,33,33,33,33,33,33
271,34,34,34,34,34,34,34,34,34
271,35,35,35,35,35,35,35,35,35
271,36,36,36,36,36,36,36,36,36
272,0,0,0,0,0,0,0,0,0
272,1,1,1,1,1,1,1,1,1
272,2,2,2,2,2,2,2,2,2
272,3,3,3,3,3,3,3,3,3
272,4,4,4,4,4,4,4,4,4
272,5,5,5,5,5,5,5,5,5
272,6,6,6,6,6,6,6,6,6
272,7,7,7,7,7,7,7,7,7
272,8,8,8,8,8,8,8,8,8
272,9,9,9,9,9,9,9,9,9
272,10,10,10,10,10,10,10,10,10
272,11,11,11,11,11,11,11,11,11
272,12,12,12,12,12,12,12,12,12
272,13,13,13,13,13,13,13,13,13
272,14,14,14,14,14,14,14,14,14
272,15,15,15,15,15,15,15,15,15
272,16,16,16,16,16,16,16,16,16
